28395 28095 37929 79517 102277
16075 0 0 2 0 0
8441000 0 0 0 0 2
549 0 1 0 1 5
1505 0 0 0 0 3
variti 0 0 0 0 5
289649 0 0 0 0 2
2117 0 0 0 0 2
gari 1 0 0 3 0
unrel 1 0 0 6 1
bei 0 0 0 1 1
ltshell 0 0 0 0 3
ltavp 0 0 0 1 1
26500 0 2 0 0 0
ltoi 0 0 0 3 0
620000 0 1 0 0 2
230000 1 0 0 1 5
578900 0 0 0 0 2
superfund 1 0 0 0 1
clearli 2 2 12 3 3
especi 1 5 21 5 10
denver 0 1 0 4 1
bigger 3 1 3 2 1
anglo 0 0 0 1 3
materialis 0 0 1 0 1
reopen 5 9 2 10 4
muddi 0 1 0 1 0
30p 0 0 0 1 1
burlington 0 2 0 3 2
lm 0 0 0 4 0
10day 0 0 3 2 0
dedic 1 0 0 3 0
midday 1 3 8 3 2
5415000 0 0 0 0 2
micron 0 0 0 0 2
aviat 1 0 0 31 7
scotland 3 0 0 0 0
reevalu 0 0 0 3 0
lttx 9 0 0 0 0
qassem 3 0 0 0 0
hrw 0 2 0 0 0
caught 1 0 2 1 1
pari 2 8 103 8 2
bud 0 1 1 1 0
cruis 0 0 0 1 2
cartel 6 0 1 3 0
camera 0 0 0 1 2
arab 20 0 11 1 1
30055 0 0 2 0 0
gmbh 0 0 1 2 1
ltpubo 0 0 0 0 2
knowledg 0 3 1 2 0
laval 0 0 0 1 1
taxfre 0 0 0 3 13
depositari 0 0 0 3 3
1910000 0 0 0 0 3
robertson 0 0 0 2 0
annoy 0 0 2 0 0
joel 0 0 0 2 1
accu 0 3 0 0 0
milan 0 0 0 5 0
ltcaphhk 0 0 0 0 3
strait 10 0 0 1 3
33p 0 0 0 0 2
rate 33 31 249 24 98
lthudson 0 0 0 1 1
reclam 0 0 0 2 1
4000 2 3 0 2 3
362000 0 0 0 0 3
accuray 0 0 0 1 1
16mar1987 0 0 1 1 0
15p 0 0 0 1 1
ltih 0 0 0 0 2
window 0 0 2 1 0
1897000 0 0 0 1 1
overhang 0 0 0 2 0
lthyo 0 0 0 2 0
239 0 2 0 0 17
unprofit 0 0 0 1 5
accompani 2 1 2 3 6
855000 0 0 0 2 1
immedi 21 9 12 43 11
longterm 3 6 9 22 21
elf 1 0 0 1 0
saskatchewan 1 0 0 2 0
metzenbaum 0 0 0 2 0
718 1 0 0 1 1
gase 0 0 0 1 2
mont 0 0 0 2 0
329 0 1 0 1 9
salem 0 0 0 2 1
brasil 3 0 2 0 1
ltgfc 0 0 0 2 0
dec 2 0 0 6 122
comput 1 1 1 43 32
636000 0 0 0 0 3
edibl 0 3 0 0 0
octsept 0 2 0 0 0
nymex 3 0 0 0 0
icn 0 0 0 3 2
lawsuit 1 0 0 16 6
come 27 20 46 23 28
1445 1 0 0 0 2
spethmann 0 0 0 0 2
bankcanada 0 0 0 0 3
houstonbas 2 0 0 3 2
tell 3 7 9 13 2
job 9 2 6 7 10
ln 0 0 0 1 5
livingwel 0 0 0 1 1
fibr 0 0 0 4 3
kk 0 0 0 1 1
omnicom 0 0 0 0 3
rrt 2 0 0 0 0
1850000 0 0 0 0 2
ltnor 0 0 0 6 0
fat 0 1 0 1 0
1915 1 0 0 1 2
ltasu 0 0 0 2 0
bryan 0 0 0 2 0
gail 0 2 0 0 0
brougher 0 0 0 1 1
w 2 2 0 10 4
2374000 0 0 0 0 3
rebat 0 12 0 0 1
democrat 3 3 2 1 0
e 2 1 0 11 7
honor 0 1 0 2 0
unfriendli 0 0 0 2 0
174373 0 0 0 0 2
arisen 0 0 1 2 1
1978 1 3 4 2 3
abl 11 10 8 20 16
1256 0 0 0 0 5
chicheng 0 0 3 0 0
irvin 0 0 0 5 0
liber 1 3 5 0 1
audio 0 0 0 2 3
unlimit 0 1 1 1 0
3035000 0 0 0 0 2
lttgt 2 0 0 2 0
lttscol 0 0 0 4 1
today 89 58 194 134 74
privatelyheld 1 0 0 31 1
kindercar 0 0 0 0 2
fouryear 0 0 3 2 1
alway 2 6 4 4 6
giscard 0 0 2 0 0
savannah 0 0 0 1 2
chinesebuilt 2 0 0 0 0
ucpb 0 0 0 3 0
kenneth 1 0 6 2 3
hazard 0 0 0 4 1
leroy 0 0 0 4 0
414 0 0 0 1 7
jointventur 1 0 1 0 2
archer 0 5 0 0 0
778 0 0 1 1 1
1932 0 1 0 0 1
plan 55 44 38 253 148
finalis 0 0 0 2 1
yrend 0 0 0 0 2
goldfield 0 0 0 1 1
minstar 0 0 0 6 1
dole 0 3 0 0 0
106300 0 0 0 0 2
140000 4 1 1 0 6
835 1 0 0 0 1
expens 4 5 5 35 83
bahamasbas 0 0 0 2 0
ltabnna 0 0 0 1 1
buyer 13 10 6 38 3
asher 0 0 0 4 0
athen 6 0 0 2 0
4 5 4 3 6 13
ltur 0 0 0 0 2
mercuri 0 0 0 0 3
purus 0 0 0 1 1
465 0 1 0 1 10
sponsor 1 3 2 2 1
bernard 0 2 0 0 2
ltbt 0 0 0 1 2
chapter 2 0 0 6 13
dilig 0 0 0 8 0
amylum 0 0 0 2 0
undergon 0 0 0 1 1
178 2 5 0 3 35
recommend 13 6 8 35 32
1400000 0 0 0 1 2
1327 0 0 0 0 3
expatri 1 1 1 0 0
758 0 0 0 1 3
12th 0 0 0 3 3
bath 0 0 1 0 1
ltpsi 0 0 0 1 5
dutchshel 8 0 0 0 3
child 0 1 0 0 1
stewart 1 0 0 1 0
rochest 0 0 0 3 2
usproduc 0 2 0 0 0
2nd 0 0 0 0 146
varieti 0 7 1 8 3
1100000 0 0 0 2 4
music 0 0 0 0 4
3429 0 0 0 2 0
nl 0 0 0 1 4
belief 4 2 5 7 0
baromet 1 1 0 0 0
189000 0 1 0 0 1
syria 0 2 0 0 0
274 0 0 1 1 8
331 1 0 0 0 4
479 0 0 0 1 10
market 79 115 329 196 131
256 0 1 0 2 18
1299 0 0 0 1 4
bicoast 0 0 0 2 0
ltomcm 0 0 0 0 3
sweden 4 0 0 18 2
webber 0 0 0 1 1
ceasar 0 0 0 3 0
55000 4 1 0 2 3
mind 6 4 3 3 0
typic 1 1 0 6 0
hayesalbion 0 0 0 2 0
labour 7 2 5 0 0
18 51 15 16 40 136
carryforward 0 0 0 4 61
ltstoss 0 0 0 2 3
kilometr 1 0 0 0 1
admiss 1 0 0 2 0
flower 0 0 0 0 4
9882 0 0 0 0 2
celebr 2 0 1 0 0
type 1 4 5 5 2
planter 0 1 0 5 1
stress 3 9 12 4 4
geotherm 0 0 0 0 4
acquisiton 0 0 0 2 0
walmart 0 0 0 0 3
1091392 0 0 0 0 2
flour 0 16 0 2 0
960 0 0 1 0 5
1031 0 0 0 1 1
scheme 3 3 0 2 2
9325 0 0 0 3 0
oneforon 0 0 0 6 1
henan 0 4 0 0 0
im 2 2 4 3 6
longhaul 0 0 0 2 0
871000 0 0 0 0 4
1apr1987 1 1 0 0 0
tune 0 0 2 1 1
1992 2 3 3 3 4
lombard 0 0 6 1 0
ah 0 0 0 0 2
undevelop 3 0 0 1 1
inelig 0 1 1 0 0
1679 0 0 0 0 3
und 0 1 0 4 8
284 1 1 2 1 7
fell 36 17 47 11 62
least 17 28 16 55 24
5516 0 0 2 0 0
cpl 0 0 0 0 3
ltansi 0 0 0 1 2
1766000 0 0 0 0 2
mina 0 0 0 2 0
deplet 14 0 0 0 2
reloc 0 1 0 5 1
state 90 71 65 90 45
ashland 1 0 0 1 2
5011000 0 0 0 0 2
carri 20 7 10 15 20
arrear 0 0 4 0 0
3908000 0 0 0 0 2
ltrt 0 0 0 1 2
pierr 0 0 0 4 0
turnaround 2 0 1 4 2
eastern 7 8 2 7 2
ltcsx 0 0 0 2 2
ltdm 0 0 0 1 1
main 30 18 38 16 11
effect 47 25 49 43 105
lessen 6 3 3 3 1
post 33 10 3 23 47
1450 1 1 0 3 3
monthlong 3 0 0 1 0
myrtl 0 2 0 0 0
lesson 3 0 1 0 0
familiar 0 1 0 2 3
ltski 0 0 0 1 1
608181 0 0 0 0 2
43006 0 0 0 0 2
1066 1 0 0 0 1
scatter 0 3 0 1 0
555 0 1 0 0 3
prepay 0 0 1 1 2
prevail 1 5 9 0 1
slight 0 4 3 2 0
lufeng 2 0 0 0 0
interag 1 1 0 1 0
1996000 0 0 0 0 2
supplier 5 6 0 13 4
origin 5 17 8 39 14
specul 4 13 32 38 4
lebanes 0 0 2 1 0
hayashi 0 0 2 0 0
decis 21 34 22 59 24
buoy 0 0 3 1 1
356 0 0 0 0 7
appoint 5 1 1 16 1
costli 4 3 0 3 1
699 0 0 0 1 2
344000 0 1 0 0 1
ltsfi 0 0 0 1 1
2614 0 0 0 0 2
ind 0 0 0 3 0
498800 0 1 0 1 0
39000 0 0 0 2 1
impend 0 3 0 1 0
combust 0 0 0 4 2
assumpt 2 2 4 13 3
antonio 1 0 0 5 1
ltan 4 0 0 0 0
let 6 3 9 4 3
571000 0 0 0 0 2
reaction 1 2 10 3 2
overproduct 4 1 0 0 0
biotechnolog 0 0 0 5 3
significantli 4 5 8 7 22
waterway 3 1 0 0 0
newli 1 0 6 34 5
mayb 2 0 3 2 4
diablo 0 0 0 1 1
lthlt 0 0 0 0 2
restructur 9 2 7 54 74
ltwtdi 0 0 0 1 2
calm 4 1 8 0 0
api 18 0 0 0 0
21 8 6 6 22 106
kohlberg 0 0 0 2 1
lunchtim 0 0 2 0 1
six 30 20 81 80 321
ltbell 0 0 0 1 1
525p 0 0 0 1 1
cautiou 2 2 7 2 1
ltjeumontschneid 0 0 0 2 0
37000 0 1 0 0 2
1062000 0 0 0 0 2
forerunn 0 1 0 1 1
buccan 0 0 0 1 1
ncb 0 0 1 0 1
algerian 2 1 0 0 0
certainli 6 4 2 2 3
79000 0 0 0 0 4
sheppard 0 0 0 1 1
cypru 1 3 0 1 1
8687 0 2 0 0 0
2091 0 0 0 0 3
gate 0 0 0 3 1
cordoba 0 5 0 0 0
grisanti 10 0 0 0 0
fivemonth 0 1 0 0 1
394 0 1 1 1 10
4300 0 0 1 1 1
6486000 0 0 0 0 2
4293 0 0 0 0 2
twice 0 2 5 8 3
ltamtr 0 0 0 2 2
drag 0 1 0 1 1
eysken 0 0 2 0 0
ltfoam 0 0 0 1 2
correct 1 2 11 13 20
deadlin 0 2 4 12 2
262 0 1 0 2 9
wyom 2 0 0 1 0
assum 8 3 3 17 15
everybodi 0 0 1 1 0
commission 2 2 0 2 0
840 0 0 1 1 4
outlet 2 1 0 2 5
roach 0 0 1 1 0
ltpso 0 0 0 1 1
elsewher 6 5 1 2 0
refus 11 5 14 12 1
412 0 0 3 0 9
indemnifi 0 0 0 3 2
1329000 0 0 0 0 2
frustrat 0 1 6 0 0
lone 0 1 0 2 0
ltpeabodi 0 0 0 3 0
ltinsua 0 0 0 0 2
marcxh 0 0 0 0 2
mlp 0 0 0 0 2
882000 0 0 0 0 2
gaf 0 0 0 6 1
mouth 8 1 0 0 0
860 0 0 0 3 0
14960 0 0 2 0 0
md 0 0 0 3 0
ltcan 0 0 0 2 1
grew 0 1 7 2 8
highlycharg 0 0 0 2 0
potato 0 3 0 0 0
potomac 0 0 0 0 3
commit 17 22 17 37 8
nbc 1 0 0 1 1
321000 0 0 0 0 2
kwacha 0 0 5 0 0
tractor 0 0 0 1 3
1160 0 0 0 0 6
889 0 0 0 1 2
rotterdam 2 6 0 0 0
5517 0 0 0 0 2
witter 1 0 1 2 1
latin 8 0 1 1 7
identifi 6 13 7 24 6
schill 0 0 0 0 5
winston 0 0 0 1 1
posttax 1 0 0 1 5
restor 9 3 5 2 1
ltcp 1 0 0 2 0
658 1 0 0 0 2
killearn 0 0 0 1 1
enlarg 0 0 1 6 3
pincu 0 0 0 4 0
1109000 0 0 0 0 2
seger 0 0 2 0 0
1222 0 0 0 0 2
1220 0 1 0 0 2
copi 0 0 0 4 1
anita 0 0 0 0 2
aircraft 6 0 0 11 9
99 0 7 0 13 25
art 0 0 0 4 4
impli 2 0 3 0 1
aetna 0 0 0 2 0
progress 1 5 5 13 21
corespons 0 2 0 0 0
786 1 0 1 0 0
ussr 1 38 0 0 0
deilmann 1 0 0 0 1
workforc 2 0 0 3 6
490 0 2 1 0 3
quit 3 3 10 5 3
upper 3 3 4 1 2
game 1 0 3 3 3
7018000 0 0 0 0 2
onefor10 0 0 0 0 2
ltdixon 0 0 0 13 0
29 5 3 1 21 116
fora 0 0 2 0 0
1524 1 0 0 0 1
overhaul 3 2 1 1 0
alwattari 2 0 0 0 0
wasnt 0 0 0 2 0
ltmpdi 0 0 0 2 0
gothenburg 2 0 0 0 0
ltoxford 0 0 0 2 0
ltgroup 0 0 0 1 1
andriessen 0 2 0 0 0
deep 2 1 2 0 0
ltsvt 0 0 0 0 2
1815 1 0 0 0 4
stem 3 2 10 5 4
enforc 0 0 1 11 2
jr 0 0 0 11 4
05165 0 0 0 2 0
1831000 0 0 0 0 2
5951612 0 0 0 0 3
anywher 1 1 1 0 0
overthecount 0 0 2 7 2
ltdww 0 0 0 0 2
dome 1 0 0 3 8
347000 0 0 0 2 3
abil 7 2 3 12 14
ltschnpa 0 0 0 2 0
debtservic 0 0 0 2 0
provision 0 4 5 1 7
572 0 0 1 0 3
dallasbas 3 0 0 3 1
amalgam 0 1 0 4 3
margaret 1 0 5 4 0
david 2 4 8 21 12
516 1 0 2 0 6
lufkin 0 0 1 3 1
7625000 0 0 0 0 2
2810132 0 0 0 0 2
showcas 0 0 0 0 2
149 1 1 13 0 15
lisbon 0 3 0 0 0
becom 20 11 25 61 13
ic 0 0 0 6 0
alli 4 0 6 13 6
ltucl 4 0 0 0 0
3138000 0 0 0 0 2
class 1 1 0 35 42
k 1 1 0 5 5
general 0 0 0 13 3
includ 45 49 48 201 566
trico 1 0 0 3 0
oxford 0 0 0 2 2
navig 4 0 0 1 2
forbid 2 0 0 0 0
lthldnl 0 0 0 0 2
spray 0 1 0 1 0
5440000 0 0 0 0 2
equal 3 10 6 22 33
ed 1 0 0 1 0
rememb 0 0 2 0 1
quicken 0 0 2 0 0
action 21 26 46 67 26
1976 4 0 0 2 1
26700 0 1 0 1 0
although 24 15 23 19 39
upsid 0 0 4 0 0
wheel 0 0 0 2 2
791 0 0 0 0 4
569 0 0 0 1 4
funer 0 0 0 1 1
1045000 0 0 0 1 1
aw 0 0 0 0 2
formul 0 0 0 1 1
2010 0 0 0 1 1
stipul 0 1 4 2 2
191 1 0 1 3 22
larri 0 1 1 4 1
2084 0 0 0 0 2
5873904 0 0 0 0 2
resend 0 2 0 0 0
700000 5 7 0 3 11
262000 0 0 0 0 2
restat 0 0 1 2 70
christma 0 1 0 0 2
overturn 0 0 1 3 0
1252000 0 0 0 0 2
lthssi 0 0 0 0 2
across 4 4 3 2 2
ltlingf 0 0 0 0 2
korea 2 7 11 0 1
propertycasualti 0 0 0 0 2
tip 1 0 2 0 0
concept 0 2 5 2 3
15370 0 0 2 0 0
ahead 9 10 24 7 11
zaki 2 0 0 0 0
insid 1 1 3 9 3
3053000 0 0 0 0 2
hugh 4 0 0 15 3
contenpl 0 0 0 2 0
level 56 52 116 20 83
vendor 0 0 0 2 1
end1986 1 0 0 3 9
comprehens 1 1 3 2 3
knowlton 0 0 0 3 0
know 8 5 7 18 5
1540 0 0 1 0 2
12003 0 1 1 0 0
ltradix 0 0 0 1 1
wolverin 0 0 0 1 1
ppg 0 0 0 1 1
776 1 0 0 0 3
ltmorr 0 0 0 1 1
ltmdc 0 0 0 1 1
undamag 2 0 0 0 0
off 0 0 0 1 1
releat 0 0 0 2 0
jc 1 0 0 1 3
841 1 0 1 0 0
lthnt 0 0 0 1 2
weigh 1 2 1 4 0
segment 2 0 0 6 22
salari 1 1 2 4 6
mcm 0 0 0 0 2
8894000 0 0 0 0 2
rosario 1 1 0 1 0
bottl 1 0 0 8 0
coffe 3 2 1 1 1
preciou 0 0 2 7 0
732 0 0 2 0 1
att 0 0 0 2 8
dampen 0 1 4 1 1
semolina 0 2 0 0 0
nichola 0 0 2 5 3
viratek 0 0 0 2 0
dist 0 0 0 0 2
deliveri 7 32 4 12 7
42750 0 0 0 2 0
4077000 0 0 0 0 5
francisco 0 0 0 5 1
13000 0 2 1 0 7
holder 1 0 4 69 103
585 0 0 0 0 4
disposit 0 0 0 4 13
752 1 0 0 0 3
pessimist 1 1 1 0 0
ltfal 0 0 0 0 2
1000 3 5 1 5 10
markka 0 0 1 0 1
incorrect 0 0 1 2 1
laidlaw 0 0 0 0 4
1026 0 0 1 0 3
ltec 0 0 0 1 1
khjtv 0 0 0 2 0
bribe 0 0 1 0 1
hiram 0 0 0 1 2
ltmemotec 0 0 0 1 1
1965 0 0 0 3 1
ltkeyc 0 0 0 2 0
newman 0 0 1 3 1
ltnoblst 0 0 0 2 0
much 31 35 51 29 27
refund 0 2 0 0 4
athlet 0 0 0 2 0
resourcerel 0 0 0 0 2
whether 8 30 37 51 11
653000 0 0 0 0 3
council 8 15 24 5 1
trust 5 0 21 53 62
948 0 0 0 1 2
simon 2 0 0 2 3
mideast 10 0 0 0 0
atico 0 0 0 1 1
arthur 3 0 0 4 4
vicker 0 0 1 1 0
wilson 3 1 1 4 2
bradley 0 0 0 0 3
system 14 21 109 131 112
kash 0 0 0 1 2
6200000 0 0 0 0 3
jeumontschneid 0 0 0 4 0
semiannu 0 2 1 0 10
318600 0 0 0 2 0
1493040 0 0 2 0 0
belg 0 1 0 0 1
lttof 0 0 0 0 2
magnat 0 0 0 3 0
will 2 3 7 20 1
ltstan 0 0 0 0 2
1575 1 0 0 2 5
mich 0 0 0 2 2
audienc 0 0 0 1 1
faster 2 3 9 3 3
ltgood 0 0 0 1 1
restrain 3 1 2 8 1
preced 1 4 0 3 2
deliber 5 2 1 3 0
mild 1 2 1 0 0
kernel 0 3 0 0 0
myer 0 2 0 7 2
shortli 0 4 9 18 5
thou 0 5 0 0 0
humid 0 2 0 1 0
overvalu 0 0 12 0 0
gradual 3 8 11 1 6
195000 0 0 0 1 4
administr 27 44 18 16 11
fourmonth 0 1 0 0 1
craft 0 0 0 2 4
pull 3 2 0 3 0
264000 0 1 0 0 3
voic 0 6 0 3 1
coal 7 0 3 11 11
recognis 4 1 2 1 1
2030 0 5 0 0 0
usag 2 5 0 2 0
7600000 0 0 0 0 2
occur 7 5 19 9 9
640000 0 0 0 0 4
845 0 0 0 0 2
2414 0 0 0 0 2
vietnam 0 2 0 0 0
variabl 3 1 1 0 0
intercompani 0 0 0 2 0
gypsum 0 0 0 1 2
capitol 0 2 0 0 2
227p 0 0 0 0 2
jerseybas 0 0 0 4 0
ascertain 1 0 0 2 0
underlin 1 1 5 0 0
temper 2 1 1 0 0
1576 1 0 0 0 2
202000 1 0 0 0 5
volum 13 11 9 8 31
buyout 0 0 0 75 3
uk 9 20 120 34 23
1121 0 0 0 0 2
260 1 3 0 3 14
2393000 0 0 0 0 2
ecu 0 18 5 0 0
ltoj 0 0 0 2 0
bradi 0 0 0 2 0
coastal 4 2 1 6 1
minimis 1 0 0 0 1
oliv 0 0 0 2 0
teamster 0 0 0 3 1
ltwen 0 0 0 4 0
counterproduct 0 0 3 0 0
2100000 0 0 0 0 6
lilli 0 0 0 4 1
heavyduti 0 0 0 1 1
stockbrok 3 0 3 5 3
xp 0 0 0 2 0
fragil 0 1 1 0 0
quick 1 0 6 3 1
5 2 10 5 6 12
470000 0 0 0 2 2
253 0 1 0 2 12
reconstruct 1 0 0 0 1
cyclop 0 0 0 36 0
960000 0 0 0 1 3
185 2 2 6 10 16
lawrenc 0 1 0 4 3
7825078641 0 0 2 0 0
fruehauf 0 0 0 1 1
size 3 5 7 13 6
subsidi 3 32 4 1 1
foresman 0 0 0 0 2
quiet 1 0 10 0 1
fine 2 0 2 9 6
prudho 3 0 0 1 0
demandwould 0 0 2 0 0
sharesd 0 0 0 2 0
mid1970 1 2 0 0 0
move 37 18 65 65 28
eastward 0 2 0 0 0
none 3 2 2 2 3
center 6 0 1 23 14
8637000 0 0 0 0 3
confeder 1 0 2 2 0
sixmonth 1 0 3 0 2
452 2 0 0 0 8
manhattan 0 0 3 9 4
bass 4 0 0 11 2
depress 6 6 8 4 14
committe 17 34 49 30 2
ltcadburi 0 0 0 0 2
queensland 0 3 0 4 1
952000 0 1 0 0 4
penobscot 0 0 0 1 1
destroy 5 5 0 0 0
nugent 2 0 0 0 0
ltbabkl 0 0 0 0 2
greenwich 1 0 0 1 0
tax 41 8 40 23 341
reviv 0 0 3 2 2
boat 2 2 0 1 2
197 2 0 0 1 13
hanov 0 0 1 4 3
217000 0 2 0 0 2
622 0 0 1 0 2
danah 0 0 0 0 3
1121000 0 0 0 0 2
ltpci 0 0 0 1 2
492000 0 0 0 0 4
oapec 2 0 0 0 0
ardeshir 3 0 0 0 0
verg 2 0 1 0 1
asc 0 9 0 0 0
867000 0 0 0 0 2
paint 1 0 1 4 4
manner 0 1 3 4 0
gobbl 0 1 0 1 0
isoglucos 0 0 0 2 0
tire 1 0 0 19 3
multibank 0 0 0 2 1
concern 17 16 27 66 24
491 0 0 0 0 4
rabbit 0 0 0 2 0
bhd 0 0 0 3 5
healthi 0 2 4 1 4
increment 0 1 0 1 0
crucial 7 3 6 0 0
temptat 2 0 0 2 0
hilton 0 0 0 1 7
dept 0 1 4 1 2
poorest 0 0 2 0 0
ltmmc 0 0 0 1 1
split 1 2 1 9 222
sama 0 0 2 0 1
thin 1 3 2 0 1
suppli 57 41 42 27 13
notic 1 0 1 10 5
end1985 0 1 1 1 5
lunch 0 0 3 0 0
reservemanag 0 0 2 0 0
p 0 0 1 5 5
affineri 0 0 0 2 0
521 0 0 2 0 5
previou 21 40 28 19 69
babi 0 0 0 1 1
129 1 3 2 3 23
ltimperi 0 0 0 1 2
weinberg 4 0 0 7 0
lttfit 0 0 0 0 2
societi 1 0 2 4 2
bu 2 4 0 2 1
counteract 0 0 2 0 0
3545 0 0 0 0 2
1480000 0 0 0 0 2
cheaper 3 5 8 2 2
roebuck 0 0 0 2 0
marietta 0 0 0 1 1
survey 12 5 10 0 3
award 2 19 0 1 3
8p 0 0 0 0 2
lttol 0 0 0 0 2
omit 0 0 0 1 12
6734 0 0 0 1 2
compon 0 0 0 18 14
ngl 2 0 0 0 0
foley 0 2 0 0 0
stoppag 5 0 0 0 0
abu 1 0 2 0 0
gabelli 0 0 0 5 0
1967 2 0 0 0 0
baltimor 0 1 0 1 0
ltsinc 0 0 0 1 1
769 0 0 0 0 4
betterthanexpect 0 0 2 0 0
grace 0 1 0 6 0
elabor 8 1 9 14 9
nonbind 0 1 0 2 0
quota 42 9 2 1 3
dialogu 3 0 0 0 0
332 0 0 0 1 7
schmidt 0 0 2 3 1
155764 0 0 0 0 2
1085 0 0 0 1 2
reward 0 0 0 3 0
surviv 1 4 0 5 0
inact 2 0 0 1 0
terror 0 1 0 0 1
688 0 1 0 0 10
subsaharan 0 2 0 0 0
robin 0 0 2 2 2
mattress 0 0 0 1 1
pepsico 0 0 0 6 1
jefferson 1 0 0 2 1
1587 0 0 0 0 2
meal 0 7 1 0 0
island 12 4 6 20 5
5211 0 0 0 0 2
1471525 0 0 3 0 0
sun 6 0 0 8 9
sundor 0 0 0 2 0
patient 1 0 0 1 1
829000 0 1 0 0 1
oljeselskap 2 0 0 0 0
electron 0 0 3 37 35
wi 0 0 0 4 1
connecticut 0 0 0 3 4
stane 0 0 0 1 1
profittak 1 0 2 0 0
overreact 0 1 1 0 0
2692000 0 0 0 0 2
adequ 0 9 8 5 4
kidokoro 0 0 2 0 0
insul 0 0 1 2 0
259 0 2 0 0 10
ltwc 0 0 0 0 2
necessit 1 1 0 0 0
ltffxa 0 0 0 0 2
seiz 0 0 1 3 0
admir 1 0 0 1 2
imag 0 0 0 5 5
897 0 0 0 0 2
ltcrk 0 0 1 0 5
endmonth 0 1 1 0 0
34000 0 1 0 0 1
sabin 1 0 0 0 1
highcapac 0 0 0 2 0
offeror 0 1 0 1 0
1487000 0 0 0 0 2
ltsnsr 0 0 0 1 1
6600000 0 0 0 0 7
pay 27 12 18 73 490
foresaw 0 0 1 3 1
ltbouypa 0 0 0 2 0
cargo 9 12 0 3 1
4724 0 0 0 0 3
elderbeerman 0 0 0 1 1
yellow 2 5 0 0 1
asian 6 2 5 5 1
pact 13 4 36 30 2
10000 4 8 2 4 7
mikhail 1 1 0 0 0
ltrog 0 0 0 1 1
856 0 0 0 2 0
ltaustralian 0 0 0 1 1
213 3 0 1 2 9
glen 0 1 0 0 1
refug 3 0 0 0 0
earthquak 24 0 0 0 2
28day 0 0 3 0 0
nonperform 2 0 0 1 11
microbiolog 0 0 0 1 1
satoshi 0 0 18 0 0
lastminut 0 1 0 3 0
thursday 5 4 10 7 2
8 4 3 7 6 19
column 2 0 0 0 0
227000 0 0 0 0 2
receiv 13 37 13 175 59
474000 0 0 0 0 2
ltaet 0 0 0 2 0
unsettl 1 0 1 1 0
ltbiszz 0 0 0 0 2
goodi 0 0 0 1 1
hartford 0 0 0 2 4
528 0 1 0 0 3
cheapest 0 1 1 0 0
compound 1 3 0 0 4
erik 0 0 0 4 0
found 9 5 7 20 7
chairmen 0 0 0 2 0
ltse 0 0 0 0 2
3450000 0 0 0 0 3
2014 0 0 0 2 2
peac 2 0 0 1 0
15000 3 9 3 1 4
marc 0 0 0 3 1
ltpeop 0 0 0 0 2
unnecessari 1 0 2 0 0
ltrainbow 0 0 0 6 1
disguis 1 1 0 1 0
dresser 1 0 0 0 1
ltmii 0 0 0 2 0
bureau 0 8 2 2 1
semiconductor 1 0 7 20 3
franchise 0 0 0 2 0
ltmoni 0 0 0 2 0
samba 0 0 1 0 1
creditanstalt 0 0 1 1 1
piri 0 0 0 0 2
2511 1 0 0 0 1
ltdin 1 0 0 0 1
iran 26 4 0 1 0
woodbridg 0 0 0 2 0
offens 1 0 0 0 1
carlo 3 0 0 2 0
qintex 0 0 0 5 0
464 0 0 0 0 6
threeyear 2 1 3 2 8
oilse 0 16 0 0 0
1849 0 0 0 0 3
hawkin 0 0 0 3 0
penal 0 2 0 0 2
eromanga 0 0 0 2 0
109 1 0 0 3 30
conex 0 0 2 0 0
transpacif 0 0 0 1 1
essenti 0 3 4 3 4
1088000 0 0 0 0 2
686000 0 0 0 0 4
winnebago 0 0 0 1 1
yet 16 13 15 30 13
ridicul 1 2 1 0 0
2587000 0 0 0 0 2
3for2 0 0 0 0 11
1328 0 0 0 0 2
790000 0 0 0 0 3
haft 0 0 0 2 0
100000 14 13 0 7 5
smaller 11 4 7 8 3
kay 0 2 0 0 2
pretti 1 3 1 0 0
jenrett 0 0 1 3 1
selz 0 0 0 0 2
413 1 1 1 1 1
analys 0 1 1 0 0
circul 0 2 25 9 1
ltmargx 0 0 0 0 2
allstar 0 0 0 0 2
rais 60 19 35 106 120
450000 0 4 0 1 3
ltaac 0 0 0 2 1
6858 0 0 0 1 1
twoyear 2 0 4 4 2
lttote 0 0 0 0 2
1590000 0 0 0 0 3
473784 0 0 0 0 2
121 0 0 2 2 31
ropak 0 0 0 1 1
lthsc 0 0 0 0 2
93 1 1 1 4 13
diesel 1 2 0 2 0
unaudit 1 0 0 0 3
435 0 0 1 3 5
percentag 2 5 10 10 6
7472000 0 0 0 1 1
fargo 0 0 0 5 1
9091688 0 0 0 0 2
obsolet 0 0 0 0 2
concess 2 2 0 6 2
3743 1 0 0 0 1
escal 4 1 0 0 1
ap 2 0 0 0 0
vbi 0 0 0 2 0
293 0 0 1 0 10
western 15 15 17 33 16
shipbuild 1 0 0 1 1
intervent 2 23 93 1 0
abnorm 0 1 0 0 1
germani 4 7 74 17 10
47000 0 1 0 0 1
sri 0 9 0 0 0
southland 3 0 0 0 0
7299000 0 0 0 0 2
steadi 5 8 19 1 3
2883000 0 0 0 0 2
ltpsg 0 0 0 2 0
lyon 0 0 0 3 1
fastgrow 0 0 0 2 0
