359 428 535 1617 2848
5648 0 0 0 0 1
car 0 2 1 15 14
dlrsd 0 0 0 0 1
engin 4 1 2 28 34
predict 10 8 15 11 25
thousandth 1 0 0 0 0
937 0 0 0 0 1
ltgandf 0 0 0 1 0
guayana 0 0 0 0 1
1112 0 0 0 0 5
goodsproduc 0 0 1 0 0
120day 0 0 0 1 0
anitec 0 0 0 0 2
skew 0 1 0 0 0
currenc 4 12 215 5 27
deped 1 0 0 0 0
element 0 1 3 1 2
silicon 0 0 0 2 1
decsion 0 0 0 0 1
125000 4 3 0 1 2
carolian 0 0 0 0 1
4307000 0 0 0 0 2
ltphph 0 0 0 0 1
pessim 0 0 1 0 0
pmi 0 0 0 0 1
lukman 6 0 0 0 0
2402 0 0 0 0 1
maintain 22 14 13 15 27
1081915 0 0 0 0 1
1296000 0 0 0 0 1
7508096 0 0 0 0 1
wareh 0 0 0 1 1
1080 0 0 0 0 2
oppenheim 0 0 0 9 2
havanonda 0 0 0 1 0
584073 0 0 1 0 0
precondit 1 0 0 0 0
lateseed 0 1 0 0 0
440 0 1 0 1 8
220 5 1 1 5 14
gotaaslarsen 1 0 0 0 0
10498 0 0 0 0 1
853000 0 0 0 0 4
distibut 0 0 0 1 0
lthinubo 0 0 0 0 1
07600 0 0 1 0 0
comment 12 17 63 107 25
4430000 0 0 0 0 1
310000 3 0 0 0 3
798000 0 0 0 0 2
differenti 9 6 7 0 0
609831 0 0 0 1 0
forint 0 0 3 0 0
14001 1 0 0 0 0
infest 0 1 0 0 0
ltglynl 0 0 0 0 2
wti 14 0 0 0 0
2028 0 0 0 0 2
5047383 0 0 0 0 1
4335 0 0 0 0 1
4830 0 0 0 0 2
ltsrl 0 0 0 1 1
654 0 1 0 1 4
1279 0 0 0 0 1
ltwmsi 0 0 0 0 1
3937000 0 0 0 0 1
goldendal 0 0 0 0 3
26541 0 0 0 0 1
9841204 0 0 0 0 1
archi 1 0 0 0 0
2742962 0 0 0 0 1
bluff 0 0 0 1 0
inner 0 0 0 0 1
662000 0 0 0 0 1
4200 0 0 0 2 1
match 4 1 6 7 4
7114000 0 0 0 0 1
pall 0 0 1 0 0
ltanchor 0 0 0 0 1
kellogg 0 0 0 2 0
nervous 0 0 3 0 0
1291000 0 0 0 0 1
17860 0 0 1 0 0
543000 0 0 0 0 1
aboutfac 0 1 0 1 0
125 2 8 3 24 67
furor 0 0 0 2 0
corpor 12 24 14 62 42
822 0 0 1 0 4
emeri 0 0 0 10 0
4377000 0 0 0 0 1
countermov 0 0 0 1 0
gabon 4 0 0 0 0
ltelxsf 0 0 0 0 1
1595 0 0 0 0 1
361 0 0 1 0 4
overshoot 1 0 5 0 0
341730 0 0 0 0 1
microscop 0 0 0 0 1
562231 0 0 0 0 1
852 2 0 0 0 2
48024000 0 0 0 0 1
ltphab 0 0 0 0 2
223151000 0 0 0 0 1
14525 0 0 1 0 0
263708 0 0 0 0 1
107 3 0 3 2 27
hojatoleslam 2 0 0 0 0
submiss 1 1 0 1 0
480 0 13 1 4 4
languish 0 0 0 1 0
2440083 0 0 0 0 2
chen 0 1 0 0 0
corpltdh 0 0 0 0 1
1038000 0 0 0 0 1
apparel 0 0 0 2 5
19th 0 0 1 0 0
496 0 0 0 0 7
premerg 0 0 0 2 0
liu 1 0 0 0 1
1783000 0 0 0 0 1
euromoney 0 0 1 0 0
inform 14 6 9 70 19
ltgusl 0 0 0 1 0
influenti 1 1 2 1 0
430649 0 0 0 0 1
71000 0 0 0 1 3
366 1 2 0 1 9
ltchem 0 0 0 11 0
probabl 20 24 16 22 15
darwin 0 1 0 1 0
shattner 0 0 0 0 1
ltsummit 0 0 0 2 1
palac 2 0 0 1 1
valhi 0 0 0 0 2
restur 0 0 0 0 1
dst 0 0 0 0 1
threemonth 2 1 9 2 0
libya 7 1 1 0 1
lttmed 0 0 0 1 0
394000 0 0 0 0 1
big 4 6 15 9 11
06820 0 0 1 0 0
denni 1 0 0 6 0
missstat 0 0 0 1 0
fade 0 1 1 0 0
dramat 1 2 6 1 7
propros 0 0 0 1 0
1232000 0 0 0 0 1
ltcmco 0 0 0 2 0
relfect 0 0 0 0 1
bipolar 0 0 1 0 0
reno 0 0 0 1 0
5394 0 0 1 0 0
oneweek 1 0 1 0 0
ltnstct 0 0 0 0 1
287 0 1 0 0 14
1044424 0 0 0 0 1
24000 1 1 0 0 4
174562 0 0 0 0 1
realiz 1 2 1 10 26
3647 0 0 0 1 0
5824000 0 0 0 0 1
2770243 0 0 0 0 1
210120 0 0 0 0 1
reactiv 0 0 2 0 0
322 0 0 0 0 6
alatenn 0 0 0 0 1
bakelit 0 0 0 1 0
coalfir 0 0 0 0 1
friend 1 0 0 1 1
ltckghhkg 0 0 0 1 0
browingferri 0 0 0 0 1
982000 0 0 0 0 2
partsltcreb 0 0 0 2 0
ltpecn 0 0 0 1 1
1002 1 0 0 0 1
305p 0 0 0 0 1
unreason 0 0 0 2 0
2054 0 0 0 0 1
ltvre 0 0 0 0 1
ryavec 0 0 0 1 0
21275 0 0 0 1 0
150 18 7 37 26 42
81p 0 0 0 0 1
576 0 1 0 3 3
ltbfo 0 0 0 0 1
709000 0 0 0 0 1
unitil 0 0 0 0 1
2035759 0 0 0 0 1
entail 1 0 0 2 0
830p 0 0 0 1 0
nonmiddl 1 0 0 0 0
2472532 0 0 0 0 1
smallest 0 0 0 1 1
housepass 0 1 0 0 0
heav 0 1 0 0 0
rubibira 0 1 0 0 0
ltbtr 0 0 0 2 0
6545000 0 0 0 0 1
hog 1 1 0 1 0
ltcwtr 0 0 0 1 0
doyl 0 0 0 1 1
4931 0 0 0 1 0
simpli 2 3 9 5 1
5568 0 0 0 0 2
longerterm 1 0 4 0 1
nonconvent 1 0 0 0 0
607000 0 0 0 0 1
175000 1 1 0 0 2
4005 0 1 0 0 1
wit 0 0 1 0 0
scenario 2 2 0 1 2
418733 0 0 0 0 1
4528000 0 0 0 0 1
3823 0 0 0 0 1
sym 0 0 0 0 1
sunday 5 1 3 4 0
ffb 0 0 0 0 1
wheatsugar 0 1 0 0 0
41800 0 1 0 0 0
columbu 0 0 0 3 0
selfdestruct 0 1 0 0 0
1014 0 0 0 0 1
526 1 0 1 1 4
goss 0 0 0 1 0
15035 0 1 0 0 0
4334 0 0 0 0 1
wire 0 0 0 1 0
dtd 0 0 0 1 0
alleg 1 2 0 15 6
6731000 0 0 0 0 1
892323 0 0 0 0 1
modern 2 0 1 1 4
itel 0 0 0 3 1
199000 0 0 0 0 2
dionic 0 0 0 0 1
ltpsbk 0 0 0 0 1
342p 0 0 0 1 0
27623 0 1 0 0 0
hat 0 0 0 2 0
worthdalla 0 0 0 1 0
1311 2 0 0 0 1
77879 0 0 0 0 1
contra 0 0 0 1 0
ltjlitt 1 0 0 0 0
complic 0 0 2 4 0
gdp 0 1 3 0 0
dormanc 0 5 0 0 0
ltgru 0 0 0 0 1
sorti 1 0 0 0 0
compar 28 42 64 27 160
maremond 0 0 0 0 1
16800000 0 0 0 0 1
3213310 0 0 0 0 2
disput 8 5 5 16 10
lowsulphur 0 0 0 0 1
5836735 0 0 0 0 1
3042900 0 0 0 0 1
21017 0 0 0 0 1
edmonton 2 0 0 1 1
federallyassist 0 0 0 1 0
790 0 1 0 0 2
telco 0 0 0 0 2
longtermalso 1 0 0 0 0
permiss 0 1 0 7 0
victa 0 0 0 1 0
hush 0 0 0 1 0
ripe 0 0 2 0 0
1259164 0 0 0 0 1
rosi 0 0 0 0 1
dairi 0 5 0 1 4
ltktco 0 0 0 0 1
apriljun 0 1 1 0 0
838069 0 0 0 0 1
3570585 0 0 0 0 1
scienc 0 1 0 8 11
durango 0 0 0 1 0
380325 0 0 0 0 1
insititut 0 0 0 0 2
655457 0 0 0 0 1
underwati 0 1 0 0 0
417100 0 0 0 1 0
wipe 0 0 1 0 4
10572402 0 4 0 0 0
1175000 0 0 0 0 2
amerada 2 0 0 1 0
3005000 0 0 0 0 2
17mar1987 0 0 0 0 1
irna 2 0 0 0 0
6512462 0 0 0 0 1
2841000 0 0 0 0 1
278780 0 0 0 0 1
4556 0 0 0 0 1
46 4 1 2 12 51
816000 0 0 0 1 0
repossess 0 0 1 0 0
ltvide 0 0 0 1 0
2140 0 0 0 0 2
messel 0 0 0 1 0
216697 0 0 0 0 1
ltsdpvvi 0 0 0 0 1
catena 0 0 0 0 1
600000 0 4 0 7 13
damp 0 1 0 0 0
ltpenw 0 0 0 0 1
13869 0 0 0 0 1
farrmer 0 1 0 0 0
usual 1 11 5 1 5
ltbatteri 0 0 0 1 0
complianc 0 1 0 2 1
peso 0 0 1 6 2
ltbtek 0 0 0 0 1
walkout 0 1 0 0 1
conflict 4 2 5 1 1
chivuno 0 0 1 0 0
ltatco 0 0 0 0 4
trust2 0 0 0 0 1
cinc 0 0 0 0 1
5146000 0 0 0 0 1
oestasiatisk 0 0 0 0 1
ltesbst 0 0 0 0 1
zambia 0 1 5 0 0
collaps 3 1 2 2 2
226429 0 0 0 0 1
1813545 0 0 1 0 0
11921000 0 0 0 0 1
7518 0 0 0 0 1
ltcti 0 0 0 2 1
washbas 0 0 0 1 0
farmout 1 0 0 0 0
946024 0 0 0 0 1
necessari 7 6 29 22 15
offshor 28 0 2 5 5
incomprehens 0 1 0 0 0
markdollar 0 0 1 0 0
lttjco 0 0 0 1 0
446426 0 0 0 0 1
belgian 0 0 6 7 3
746000 0 0 0 0 1
180000 3 0 0 3 3
fourth 11 7 4 13 114
essex 0 0 0 0 3
851 0 0 0 0 6
broken 2 3 2 8 5
150523 0 0 0 0 1
witch 0 0 1 0 0
lteavkf 0 0 0 0 2
plexu 0 0 0 0 1
nonreport 2 0 0 0 0
ltcabvvi 0 0 0 1 1
ewart 0 0 0 0 1
4450675 0 0 0 0 1
ltorcl 0 0 0 0 2
commentari 0 1 0 0 0
telefon 0 0 0 2 0
412000 0 0 0 2 0
alltel 0 0 0 1 0
8645 1 0 0 0 0
1463962 0 0 0 1 0
4660000 0 0 0 0 1
197000 0 1 0 0 1
wind 2 4 0 2 2
87 3 2 1 3 28
salt 0 0 0 5 1
vanuatu 0 1 0 0 0
ltfrsl 0 0 0 1 1
ltrci 0 0 0 1 0
elevenday 0 0 2 0 0
son 0 0 0 7 2
neomar 0 0 0 1 0
45000 1 2 1 1 3
unsubscrib 0 0 0 1 0
measur 28 25 52 11 16
dockland 0 0 0 0 1
276 0 2 0 0 14
145 1 15 9 14 24
734000 0 0 0 0 1
evid 1 2 6 3 3
alawsat 1 0 0 0 0
evergo 0 0 0 1 0
2118000 0 0 0 0 1
earmark 1 5 0 2 0
rival 1 0 1 24 1
fertilis 2 3 0 0 1
4125 0 1 0 0 0
saltpet 0 0 0 1 0
conserv 6 19 7 4 8
556874 0 1 0 0 0
525354 0 0 1 0 0
2705p 0 0 0 0 1
euqival 0 1 0 0 0
end 57 56 57 140 444
tritonltoil 0 0 0 1 0
abdulaziz 3 0 0 0 0
fhlbb 0 0 0 4 0
tripl 1 1 2 0 2
supersed 0 0 0 1 0
5577244 0 0 0 0 1
132 1 2 0 3 22
ltamerica 0 0 0 0 1
joao 0 0 2 0 0
zolotukhin 0 1 0 0 0
2640 0 0 0 0 1
jmb 0 0 0 0 1
loctit 0 0 0 0 1
montli 0 0 0 0 2
note1985 0 0 0 0 10
yearend 3 0 4 14 33
authoris 0 4 4 5 3
2317 0 0 0 0 1
1688 1 1 0 0 1
noteful 0 0 0 0 2
570491 0 0 0 0 1
inward 0 0 3 0 0
vicorp 0 0 0 0 1
debra 0 0 0 1 0
wealthi 1 0 0 4 0
farmland 0 9 0 3 0
itd 0 0 0 0 1
3376 0 0 0 0 1
ride 0 0 2 0 1
166 3 1 1 3 23
newmont 0 0 1 3 2
8850656 0 0 0 0 1
ltfmdc 0 0 0 0 1
671 0 0 0 0 3
2103000 0 0 0 0 1
556036 0 0 0 0 1
interchang 0 0 0 0 1
40042 0 0 0 0 1
interpret 0 2 2 3 1
abolish 1 2 3 0 2
shl 0 0 0 0 1
woodstock 0 0 0 1 0
shutin 3 0 0 0 0
143 4 1 2 2 17
ltcmin 0 0 0 2 1
2104840 0 0 0 0 1
1950000 0 0 0 1 0
berthsiz 0 0 1 0 0
48709 0 0 0 0 1
desin 0 1 0 0 0
gem 0 3 0 0 0
willm 0 0 0 1 0
950011000 0 1 0 0 0
739146 0 0 0 0 1
9701 0 0 0 0 1
7505 0 0 0 0 2
ltamraci 0 0 0 1 0
1187 1 0 1 0 1
flight 0 1 1 7 5
impact 10 19 19 15 35
reclassif 0 0 0 0 3
189683 0 0 0 0 2
man 1 0 2 4 1
cambist 0 0 3 0 0
harm 6 1 3 3 1
3762 0 0 0 0 1
71243 1 0 0 0 0
macdonald 0 0 0 2 1
820000 0 0 0 0 1
10110 1 0 0 0 0
sorghum 0 26 0 0 0
luxembourgbas 0 0 0 1 0
rebel 1 0 0 0 0
13p 0 0 0 1 2
6030000 0 0 0 0 1
olin 0 0 0 1 0
stoltenberg 1 0 3 1 0
681000 0 0 0 0 1
overlook 0 0 1 0 0
4006024 0 0 0 0 1
rash 1 1 1 0 0
ltcln 0 0 0 0 1
lttxc 2 0 0 0 0
mizel 0 0 0 1 0
3583653 0 0 0 0 1
ltflae 0 0 0 0 1
7213 0 0 0 0 1
1001 0 0 0 0 1
kiichi 0 0 28 0 0
commonstock 0 0 0 1 0
meixian 0 1 0 0 0
whampoa 0 0 0 2 2
rausen 0 0 0 1 0
airco 0 0 0 1 0
tabgalleria 0 0 0 1 0
ltfichtel 0 0 0 3 0
ferdinand 0 0 0 5 0
duallit 0 0 0 0 1
760500 0 0 0 1 0
10556478 0 0 0 0 1
rack 0 0 0 1 0
4479000 0 0 0 0 1
herbert 0 0 1 1 3
105p 0 0 0 0 2
hotelcasino 0 0 0 1 0
2535435 0 0 0 1 0
youngstown 0 0 0 0 1
inver 0 0 0 1 0
tactic 0 1 1 5 0
herman 0 0 0 1 0
shopp 0 0 0 0 2
fals 1 0 2 3 1
2061102 0 0 0 0 1
schwartz 0 0 0 1 0
antil 0 0 0 3 0
ltbldsst 0 0 0 2 0
iwc 0 4 0 0 0
4785000 0 0 0 0 1
applaud 0 0 0 0 1
180day 1 0 1 0 0
internatiomuel 0 0 0 1 0
4646000 0 0 0 0 1
constru 0 1 0 0 0
7609 0 1 0 0 0
ltbgbr 0 0 0 0 1
vendo 0 0 0 0 1
petrleum 1 0 0 0 0
3669000 0 0 0 0 1
ltimd 0 0 0 0 1
6254000 0 0 0 0 1
cot 0 0 0 0 1
mileston 0 0 0 0 1
lthci 0 0 0 2 0
134 3 4 2 2 38
automatix 0 0 0 0 1
5095 0 0 0 0 1
oilfield 12 0 0 5 1
dyke 0 0 0 0 1
2627952 0 0 0 0 1
lawn 0 0 0 2 3
brownforman 0 0 0 0 3
3419000 0 0 0 0 1
insulin 0 0 0 0 1
261000 0 0 0 0 1
2800 1 1 0 1 0
weintraub 0 0 0 1 0
709 1 0 0 0 3
6839827 0 0 0 1 0
kebo 0 0 0 1 0
pershar 0 0 0 2 13
ltwle 0 0 0 0 1
ltwone 0 0 0 0 1
cenergi 0 0 0 5 1
ltraa 0 0 0 1 0
4666104 0 0 0 0 1
2206017 0 0 0 0 1
wtrkfm 0 0 0 1 0
dougla 0 0 0 5 2
1250000 0 0 0 1 2
ltnlcs4th 0 0 0 0 1
4295 0 0 0 0 1
54 4 2 1 25 31
11254837 0 3 0 0 0
murray 1 0 0 3 4
3917 0 0 0 0 1
steril 0 0 0 0 1
458000 0 0 0 0 2
electricit 0 0 1 0 0
300mlncanadiandlr 0 0 0 0 1
biochem 0 0 0 0 2
597000 0 0 0 0 2
intl 0 0 0 14 10
3125 0 0 1 0 0
1780000 0 0 0 0 2
obvious 1 1 1 7 1
14450 0 0 1 0 0
dune 1 0 0 0 1
882 0 0 0 0 3
african 3 5 0 7 2
pampa 0 4 0 0 0
668 0 0 0 0 5
longdat 0 0 1 0 0
ltlinn 0 0 0 1 0
shipown 3 0 0 0 0
1077 0 2 0 0 0
390 0 0 0 3 9
239500 0 0 0 1 0
camco 0 0 0 1 2
nelissen 0 0 1 0 0
kuala 0 1 0 0 0
653464 0 0 0 0 1
isol 1 2 2 0 0
serial 0 0 0 0 1
264 2 1 0 1 8
reeacquisit 0 0 0 0 1
1339000 0 0 0 1 0
910000 0 1 0 0 1
sider 1 0 0 0 0
733000 0 0 0 0 2
satat 0 0 0 0 1
medicin 0 0 0 0 1
benefit 14 13 12 22 52
ltpltzc 0 0 0 0 2
6799000 0 0 0 0 1
329000 0 0 0 0 3
vagu 0 0 2 1 1
1538000 0 0 0 0 1
572000 0 0 0 0 3
1227 0 0 0 0 1
angri 0 0 0 1 0
sorri 0 1 0 0 0
rio 4 5 0 4 0
ltuam 0 0 0 0 1
bryn 0 0 0 0 1
barney 3 0 6 5 3
ltdni 0 0 0 1 1
4968000 0 0 0 1 1
oiltax 1 0 0 0 0
finish 4 2 6 3 3
lteqica 0 0 0 0 1
impliment 0 0 0 1 0
asset 5 0 12 195 123
ltmame 0 0 0 0 1
8226577 0 0 0 0 1
ltflt 0 0 0 4 0
2902000 0 0 0 0 1
brazilcanada 0 0 0 0 1
reregist 1 0 0 0 0
fletcher 0 0 0 1 0
176344 0 0 0 0 1
ltnue 0 0 0 0 1
3225512 0 0 0 0 1
mindscsap 0 0 0 1 0
ltbmd 0 0 0 0 1
103327 0 0 0 0 1
unindentifi 0 0 0 1 0
power 5 5 5 38 42
lock 1 2 1 0 1
monopolar 0 0 1 0 0
1081600 0 0 0 0 1
28week 0 0 0 0 1
417893 0 1 0 0 0
ltrea 0 0 0 1 0
nort 1 0 0 0 0
2400000 0 0 0 1 3
televis 11 0 7 31 9
swift 2 0 3 0 2
ltsmg 0 0 0 0 1
7168000 0 0 0 0 1
guard 5 0 2 6 0
umbrella 0 0 0 0 1
efhutton 0 0 0 2 0
ltbin 0 0 0 0 1
91116 0 0 6 0 0
2502868 0 0 0 0 1
paymentinkind 0 2 0 0 0
570000 0 0 0 0 4
16inch 1 0 0 0 0
yanbu 2 0 0 0 0
324p 0 0 0 1 0
treybig 0 0 0 0 1
strain 3 5 7 2 1
brasileiro 1 0 0 0 0
deneuv 0 0 0 1 0
7121000 0 0 0 0 1
20crown 0 0 0 0 2
ltelxa 0 0 0 2 1
lteqti 0 0 0 0 1
determin 18 17 21 30 16
cancer 0 0 0 1 0
23200 0 0 0 0 1
ltbel 0 0 0 0 1
naarden 0 0 0 0 1
24844 1 0 0 0 0
mixtur 0 0 2 2 0
mai 0 0 0 0 1
heap 0 0 0 1 0
lthrl 0 0 0 0 2
handi 0 0 0 1 1
fibron 0 0 0 0 1
10909729 0 0 0 0 1
shravg 0 0 0 0 1
van 1 2 0 3 4
workabl 0 0 1 0 0
equivil 0 0 0 1 0
296 1 2 0 1 8
4798000 0 0 0 0 1
5102 0 0 0 0 1
156124 0 0 0 0 1
ltrpica 0 0 0 0 1
knickerbock 0 0 0 1 0
smolinski 1 0 0 0 0
ltanglo 0 0 0 2 0
barn 0 0 0 0 3
ltcmtl 0 0 0 1 1
enourm 0 0 1 0 0
lthawker 0 0 0 2 1
vari 0 5 0 0 1
nobl 0 0 0 1 0
endaka 0 0 1 0 0
1091023 0 0 0 0 1
lthwhhh 0 0 0 0 1
writedown 0 0 0 1 82
ltbanca 0 0 0 2 1
eg 0 0 0 0 1
1800 1 2 0 3 0
60000 0 7 0 3 2
averagedout 0 0 1 0 0
4885 0 0 0 0 1
webb 0 0 0 1 1
413021 0 0 0 0 2
import 69 76 54 22 18
198687 4 61 5 1 14
962400 0 0 0 1 0
twoplu 0 0 0 0 1
3910652 0 0 0 0 1
10may 0 1 0 0 0
dreg 1 0 0 0 0
reid 0 0 0 2 0
815 0 0 0 0 4
macomson 0 0 0 1 0
1741437 0 0 0 0 2
2764544 0 0 0 0 1
paydown 0 0 0 0 1
dclare 0 0 0 0 1
llc 0 0 0 0 2
lthfi 0 0 0 1 0
338886 0 0 0 0 1
sugarcan 0 4 0 0 0
1866 0 0 0 1 0
2699000 0 0 0 0 1
505 0 1 2 1 4
haruya 0 0 2 0 0
10073 0 0 0 0 1
4643000 0 0 0 0 1
outstrip 0 1 2 0 1
ltinterprovinci 1 0 0 0 0
houtt 0 0 0 1 0
canadaegypt 0 1 0 0 0
petroleumcok 0 0 0 1 0
ltlb 0 0 0 0 1
misfortun 0 0 1 0 0
caution 0 1 9 0 3
manuel 0 0 2 0 0
919 0 0 0 0 1
prescrib 1 0 0 0 1
dade 0 0 0 1 0
5014000 0 0 0 0 1
3983692 0 0 0 0 1
29964 0 0 0 0 1
rr 0 0 0 1 0
deflat 1 0 1 0 0
regular 1 3 9 3 98
1342000 0 0 0 0 1
space 1 2 1 2 4
4552 0 1 0 0 1
reemerg 0 1 1 0 0
273000 0 0 0 0 3
282000 0 0 0 0 3
he 0 1 2 4 0
stamford 0 0 0 2 0
due 38 40 49 61 136
2413 0 0 0 0 3
shipmentgreec 0 1 0 0 0
957 0 0 1 0 3
3348000 0 0 0 0 1
336 0 0 0 0 6
intergovernment 0 0 1 0 0
negara 0 0 1 1 0
456968 0 0 0 1 0
ltnpco 0 0 0 0 1
bordeaux 0 1 0 0 0
1936 0 0 0 0 1
84960 0 1 0 0 0
202 0 1 2 1 12
1844 0 0 0 0 1
ltmcht 0 0 0 0 1
2802000 0 0 0 0 1
usgreek 1 0 0 0 0
antiulc 0 0 0 0 1
ltclc 0 0 0 0 1
closelyheld 0 0 0 1 0
equadorian 0 0 0 0 1
doskocil 0 0 0 0 1
brooklyn 0 0 0 0 1
rancor 0 1 0 0 0
ltvlvl 0 0 0 0 1
1960319 0 0 0 0 1
tract 4 0 0 0 0
ltshamrock 0 0 0 1 0
2093 0 0 0 0 2
1611000 0 0 0 0 1
trailer 0 0 0 3 1
aquir 0 0 0 4 0
easier 1 2 4 2 0
lttsng 0 0 0 0 2
187 2 3 7 3 16
58000 2 0 0 0 4
ltedp 0 0 0 1 0
cylind 0 0 0 0 1
sixyear 0 1 0 1 0
122 3 0 1 2 29
5305p 0 0 0 0 1
curti 1 0 0 1 0
chatwal 0 0 0 0 1
portug 0 7 0 2 0
cyclicalbut 0 1 0 0 0
guinean 1 0 0 0 0
3169000 0 0 0 0 1
ltrdkn 0 0 0 0 1
988 0 0 0 0 3
8774 0 0 0 0 1
metz 0 0 0 0 1
jimmi 0 0 1 0 0
3699000 0 0 0 0 1
2992 0 0 0 0 1
acmex 0 0 0 1 0
oneonehundredth 0 0 0 1 0
sarlo 0 0 0 1 0
2062000 0 0 0 0 1
endotron 0 0 0 0 4
1334950 0 0 0 0 1
9971 0 0 0 0 1
ltac 0 0 0 0 1
8k 0 0 0 1 1
bokma 0 0 0 1 0
14100 0 1 0 0 0
lth 0 0 0 1 2
addit 27 42 25 113 89
xon 1 0 0 0 0
ltsoutham 0 0 0 2 0
34055 0 0 0 0 1
ltxrx 0 0 0 1 0
volga 0 1 0 0 0
allen 1 3 0 2 0
42000 0 1 2 1 2
wheat10 0 1 0 0 0
743000 0 0 0 0 2
preemptiv 0 0 0 1 0
370 1 1 1 2 6
mallet 0 0 0 1 0
bomb 3 1 0 0 1
lttatll 0 0 0 1 0
ltrg 0 0 0 0 1
boi 0 0 0 0 1
yamaichi 0 0 1 0 0
sia 0 0 0 1 0
2492000 0 0 0 0 1
650 0 1 3 5 15
20578000 0 0 0 0 1
twinjet 0 0 0 0 1
pri 1 0 0 0 0
392p 0 0 0 0 1
foothil 0 0 0 0 1
ad 76 51 79 116 108
ideal 1 1 5 1 1
103005 0 0 0 0 1
narrowest 1 0 0 0 0
lthbol 0 0 0 0 1
ltfitek 0 0 0 1 0
night 18 6 4 17 5
slew 0 0 0 0 1
managa 0 1 0 0 0
3586914 0 0 0 0 1
3985924 0 0 0 0 1
famili 0 5 1 32 5
sinter 0 0 0 2 0
shorter 0 1 1 0 0
lip 0 0 1 0 0
778000 0 0 0 0 2
150300 0 0 0 0 1
4470275 0 0 0 0 1
ltgd 0 0 0 2 1
31st 1 0 0 0 0
ltagnc 0 0 0 0 2
lowli 0 1 0 0 0
broom 0 0 0 1 0
199 3 0 0 9 19
6300000 0 0 0 0 1
kerridg 2 0 0 1 0
intract 0 0 0 1 0
1398 0 0 0 0 1
wessanen 0 0 0 0 1
sassan 1 0 0 0 0
compil 0 0 1 1 0
love 0 0 1 2 1
admiralti 0 0 0 3 0
zulia 1 0 0 0 0
318225 0 0 0 0 1
trotter 0 0 0 0 1
ltal 0 0 0 1 1
trilon 0 0 0 0 1
572406 0 0 0 0 1
presum 0 0 1 3 0
8974355 0 0 0 0 1
092 0 14 0 0 0
993000 0 0 0 0 2
bicycl 0 0 0 0 2
583 0 0 0 1 4
syncyti 0 0 0 1 0
wallingford 0 0 0 1 1
propect 0 0 1 0 0
list 2 7 1 25 15
technodyn 0 0 0 0 3
14105 1 0 0 0 1
backlash 0 0 0 1 0
1247 0 0 0 0 1
1561 0 0 0 0 1
ltsrp 0 0 0 0 1
wananchi 1 0 0 0 0
313200 0 0 0 1 0
froday 0 0 0 1 0
000 0 0 0 0 1
289572 0 0 0 0 1
192 0 2 0 0 16
panama 0 1 0 1 0
asiapacif 1 1 2 0 0
2875p 0 0 0 0 1
362700 0 0 0 1 0
ltboreali 0 0 0 1 0
exposur 0 0 3 2 9
5438 0 1 0 0 0
12283720 0 0 0 0 1
8094000 0 0 0 0 1
1565900 0 0 0 1 0
hole 1 0 0 0 0
opinion 1 2 5 4 13
3713000 0 0 0 0 1
antiship 4 0 0 0 0
ltbtv 0 0 0 1 0
weisfield 0 0 0 0 2
8167401 0 0 0 0 1
indefinit 8 1 0 3 2
ltdst 0 0 0 0 1
picnsav 0 0 0 0 1
fairmount 0 0 0 0 1
secondquart 0 0 1 0 2
boyd 0 0 0 0 1
pendleton 0 0 0 2 0
817 0 0 0 0 7
crow 1 0 0 0 0
disburs 0 0 2 0 0
222143 0 0 0 0 1
sympathet 2 1 0 0 0
559 1 0 0 0 5
gulton 0 0 0 1 0
1226609 0 0 0 0 1
loral 0 0 0 3 0
santo 12 0 0 6 3
academi 0 0 0 0 2
5463000 0 0 0 0 1
brunthav 0 1 0 0 0
tca 0 0 0 0 1
338 0 1 2 2 6
rosptach 0 0 0 1 0
ltrfen 0 0 0 1 0
grand 0 0 0 3 2
265000 0 0 0 0 3
home 4 14 2 32 25
mutuallysatisfactori 0 0 0 1 0
9993 0 0 0 0 1
6538000 0 0 0 1 0
14940 0 0 1 0 0
1369602 0 0 0 0 1
xtra 0 0 0 1 0
ameron 0 0 0 1 2
jewelmast 0 0 0 0 1
ltfsm 0 0 0 0 1
widespread 2 6 11 0 0
1710 0 0 0 0 1
5210000 0 0 0 0 1
predawn 0 1 0 0 0
953 0 0 0 0 6
distort 1 2 3 2 1
strenger 0 0 0 0 1
undergo 2 0 0 0 1
reuterm 0 0 1 2 1
658159 0 0 0 0 3
895 0 0 0 0 2
common 6 5 13 332 135
563000 0 0 0 1 3
ltladbl 0 0 0 1 0
vein 0 0 0 1 0
trump 0 0 0 10 1
193193 0 0 0 0 1
53500 0 0 0 1 0
1555 1 0 0 0 0
threshold 0 0 0 2 1
dillig 0 0 0 1 0
101732 0 0 1 0 0
subsystem 0 0 0 2 0
paranaguaonetwo 0 1 0 0 0
3094000 0 0 0 0 1
forgotten 0 1 1 0 0
110115 0 0 0 0 1
independec 0 0 0 1 0
752234 0 0 0 0 2
humili 0 0 1 0 0
ltlpep 0 0 0 0 1
5481000 0 0 0 0 1
ltsanf 0 0 0 0 1
1754076 0 0 0 0 1
58300 0 0 0 1 0
3966667 0 0 0 0 1
3804 1 0 0 0 0
taker 0 0 1 1 0
4100 0 0 0 0 1
memotec 0 0 0 1 0
wait 7 8 8 10 2
5000 2 5 2 4 3
